query_system	query_ligand_id	target_system	target_ligand_id	protein_mapping	protein_mapper	similarity	source	metric	mapping
1433a__1__1.A__1.X	1433a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	51		sucos_shape_pocket_qcov	
4231b__1__1.A__1.X	4231b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	60		sucos_shape_pocket_qcov	
4060a__1__1.A__1.X	4060a__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.A:1.B	foldseek	51		sucos_shape_pocket_qcov	
1447a__1__1.A__1.X	1447a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	54		sucos_shape_pocket_qcov	
1885a__1__1.A__1.X	1885a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	26		sucos_shape_pocket_qcov	
1317e__1__1.A__1.X	1317e__1__1.X	5egl__1__1.A_1.B_2.A__1.D	5egl__1__1.D	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
1163c__1__1.A_1.B__1.X	1163c__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.A:1.A	foldseek	33		sucos_shape_pocket_qcov	
4014b__1__1.A__1.X	4014b__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.A:1.B	foldseek	43		sucos_shape_pocket_qcov	
4209b__1__1.B__1.X	4209b__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.B:1.B	foldseek	66		sucos_shape_pocket_qcov	
2040a__1__1.A_1.B__1.X	2040a__1__1.X	8qs0__2__1.D__1.H	8qs0__2__1.H	1.A:1.D	foldseek	27		sucos_shape_pocket_qcov	
1236a__1__1.A_1.B__1.X	1236a__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
4120c__1__1.A__1.X	4120c__1__1.X	1pn4__1__1.B__1.G_1.H_1.J	1pn4__1__1.G	1.A:1.B	foldseek	36		sucos_shape_pocket_qcov	
1794a__1__1.A__1.X	1794a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
1944d__1__1.B__1.X	1944d__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	45		sucos_shape_pocket_qcov	
1821b__1__1.A_1.B__1.X	1821b__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.A:1.A	foldseek	10		sucos_shape_pocket_qcov	
2099b__1__1.B__1.X	2099b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	mmseqs	49		sucos_shape_pocket_qcov	
1533b__1__1.B__1.X	1533b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	75		sucos_shape_pocket_qcov	
4223b__1__1.A__1.X	4223b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	30		sucos_shape_pocket_qcov	
1644b__1__1.B__1.X	1644b__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	62		sucos_shape_pocket_qcov	
1447b__1__1.B__1.X	1447b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	51		sucos_shape_pocket_qcov	
4125d__1__1.B__1.X	4125d__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.B:1.B	foldseek	57		sucos_shape_pocket_qcov	
1211a__1__1.A_1.B__1.X	1211a__1__1.X	5hmc__1__1.A_2.A__1.B	5hmc__1__1.B	1.A:2.A;1.B:1.A	foldseek	23		sucos_shape_pocket_qcov	
1456b__1__1.B__1.X	1456b__1__1.X	6vfy__1__1.A__1.D	6vfy__1__1.D	1.B:1.A	foldseek	54		sucos_shape_pocket_qcov	
1985g__1__1.B__1.X	1985g__1__1.X	1yli__1__1.A_1.B__1.E	1yli__1__1.E	1.B:1.A	foldseek	39		sucos_shape_pocket_qcov	
1163a__1__1.A__1.X	1163a__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.A:1.B	foldseek	55		sucos_shape_pocket_qcov	
1900a__1__1.A__1.X	1900a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	29		sucos_shape_pocket_qcov	
4128a__1__1.B__1.X	4128a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	65		sucos_shape_pocket_qcov	
1647f__1__1.B__1.X	1647f__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	28		sucos_shape_pocket_qcov	
1832b__1__1.B__1.X	1832b__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	45		sucos_shape_pocket_qcov	
1596b__1__1.B__1.X	1596b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	47		sucos_shape_pocket_qcov	
4125a__1__1.A__1.X	4125a__1__1.X	4hzp__1__1.A_2.A__1.B_1.C	4hzp__1__1.B	1.A:1.A	foldseek	30		sucos_shape_pocket_qcov	
4059a__1__1.A__1.X	4059a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
4050a__1__1.A__1.X	4050a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	47		sucos_shape_pocket_qcov	
4040a__1__1.B__1.X	4040a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	58		sucos_shape_pocket_qcov	
1422a__1__1.A__1.X	1422a__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.A:1.B	foldseek	61		sucos_shape_pocket_qcov	
1985a__1__1.A__1.X	1985a__1__1.X	9hmt__1__1.A__1.B	9hmt__1__1.B	1.A:1.A	foldseek	50		sucos_shape_pocket_qcov	
1885c__1__1.B__1.X	1885c__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	26		sucos_shape_pocket_qcov	
1369a__1__1.A__1.X	1369a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	26		sucos_shape_pocket_qcov	
1991b__1__1.B__1.X	1991b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	40		sucos_shape_pocket_qcov	
1944a__1__1.A__1.X	1944a__1__1.X	8qs0__1__1.A__1.E	8qs0__1__1.E	1.A:1.A	foldseek	73		sucos_shape_pocket_qcov	
2044a__1__1.A__1.X	2044a__1__1.X	4zv3__1__1.C__1.F	4zv3__1__1.F	1.A:1.C	foldseek	50		sucos_shape_pocket_qcov	
1944b__1__1.A__1.X	1944b__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
1422b__1__1.B__1.X	1422b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	61		sucos_shape_pocket_qcov	
1563b__1__1.B__1.X	1563b__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.B:1.A	foldseek	34		sucos_shape_pocket_qcov	
x423-a__1__1.A__1.X	x423-a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
1841d__1__1.B__1.X	1841d__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.B:1.A	foldseek	36		sucos_shape_pocket_qcov	
1231c__1__1.B__1.X	1231c__1__1.X	6x7p__1__1.A_2.A__1.B_1.C_1.D	6x7p__1__1.B	1.B:1.A	foldseek	39		sucos_shape_pocket_qcov	
1317a__1__1.A__1.X	1317a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
1913a__1__1.B__1.X	1913a__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	42		sucos_shape_pocket_qcov	
4103a__1__1.B__1.X	4103a__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.B:1.A	foldseek	65		sucos_shape_pocket_qcov	
1290a__1__1.A__1.X	1290a__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.A:1.B	foldseek	47		sucos_shape_pocket_qcov	
1966a__1__1.A__1.X	1966a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	mmseqs	56		sucos_shape_pocket_qcov	
1436a__1__1.A__1.X	1436a__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.A:1.B	foldseek	64		sucos_shape_pocket_qcov	
1436b__1__1.B__1.X	1436b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	65		sucos_shape_pocket_qcov	
1404b__1__1.B__1.X	1404b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	48		sucos_shape_pocket_qcov	
1358d__1__1.A_1.B__1.X	1358d__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.B:1.A	foldseek	35		sucos_shape_pocket_qcov	
1816b__1__1.B__1.X	1816b__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.B:1.B	foldseek	76		sucos_shape_pocket_qcov	
1959b__1__1.A__1.X	1959b__1__1.X	3b7k__1__1.A__1.D	3b7k__1__1.D	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
1708a__1__1.A__1.X	1708a__1__1.X	8qrt__2__1.C__1.G	8qrt__2__1.G	1.A:1.C	foldseek	60		sucos_shape_pocket_qcov	
1317f__1__1.B__1.X	1317f__1__1.X	5egl__1__1.A_1.B_2.A__1.D	5egl__1__1.D	1.B:1.A	foldseek	49		sucos_shape_pocket_qcov	
1573b__1__1.B__1.X	1573b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	80		sucos_shape_pocket_qcov	
1939a__1__1.A__1.X	1939a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	69		sucos_shape_pocket_qcov	
1735a__1__1.A__1.X	1735a__1__1.X	6vfy__1__1.A__1.D	6vfy__1__1.D	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
2032b__1__1.B__1.X	2032b__1__1.X	6vfy__1__1.C__1.F	6vfy__1__1.F	1.B:1.C	foldseek	19		sucos_shape_pocket_qcov	
2045a__1__1.A__1.X	2045a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	55		sucos_shape_pocket_qcov	
1188b__1__1.B__1.X	1188b__1__1.X	6x7p__1__1.A_2.A__1.B_1.C_1.D	6x7p__1__1.B	1.B:1.A	foldseek	38		sucos_shape_pocket_qcov	
2057a__1__1.A__1.X	2057a__1__1.X	6vfy__1__1.B__1.E	6vfy__1__1.E	1.A:1.B	foldseek	46		sucos_shape_pocket_qcov	
