query_system	query_ligand_id	target_system	target_ligand_id	protein_mapping	protein_mapper	similarity	source	metric	mapping
denv2-rdrp-x0176a__1__1.A__1.X	denv2-rdrp-x0176a__1__1.X	7i2a__1__1.A__1.K	7i2a__1__1.K	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0993b__1__1.A__1.X	zikv-rdrp-x0993b__1__1.X	3kms__1__1.A__1.B_1.C	3kms__1__1.B	1.A:1.A	foldseek	22		sucos_shape_pocket_qcov	
denv2-rdrp-x0787a__1__1.A__1.X	denv2-rdrp-x0787a__1__1.X	7i2u__1__1.A__1.K	7i2u__1__1.K	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0252a__1__1.A__1.X	zikv-rdrp-x0252a__1__1.X	7hkr__1__1.A__1.K	7hkr__1__1.K	1.A:1.A	foldseek	20		sucos_shape_pocket_qcov	
zikv-rdrp-x0264a__1__1.A__1.X	zikv-rdrp-x0264a__1__1.X	7hkx__1__1.A__1.N	7hkx__1__1.N	1.A:1.A	foldseek	19		sucos_shape_pocket_qcov	
zikv-rdrp-x0384a__1__1.A__1.X	zikv-rdrp-x0384a__1__1.X	5uj2__1__1.C__1.A_1.B_1.D_1.E_1.F	5uj2__1__1.A	1.A:1.C	foldseek	48		sucos_shape_pocket_qcov	
denv2-rdrp-x0851a__1__1.A__1.X	denv2-rdrp-x0851a__1__1.X	7hkz__1__1.A__1.L	7hkz__1__1.L	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
denv2-rdrp-x0749a__1__1.A__1.X	denv2-rdrp-x0749a__1__1.X	7hkv__1__1.A__1.M	7hkv__1__1.M	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
denv2-rdrp-x1037c__1__1.A__1.X	denv2-rdrp-x1037c__1__1.X	7hl1__1__1.A__1.L	7hl1__1__1.L	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0659a__1__1.A__1.X	zikv-rdrp-x0659a__1__1.X	4j06__1__1.A__1.C	4j06__1__1.C	1.A:1.A	foldseek	20		sucos_shape_pocket_qcov	
denv2-rdrp-x0411a__1__1.A__1.X	denv2-rdrp-x0411a__1__1.X	7i2h__1__1.A__1.K_1.L	7i2h__1__1.K	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x5007a__1__1.A__1.X	zikv-rdrp-x5007a__1__1.X	7hkm__1__1.A__1.M	7hkm__1__1.M	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
zikv-rdrp-x0756a__1__1.A__1.X	zikv-rdrp-x0756a__1__1.X	2wrm__1__1.A__1.C_1.D	2wrm__1__1.C	1.A:1.A	foldseek	18		sucos_shape_pocket_qcov	
zikv-rdrp-x0364b__1__1.A__1.X	zikv-rdrp-x0364b__1__1.X	7hkx__1__1.A__1.N	7hkx__1__1.N	1.A:1.A	foldseek	30		sucos_shape_pocket_qcov	
zikv-rdrp-x0821a__1__1.A__1.X	zikv-rdrp-x0821a__1__1.X	7hl7__1__1.A__1.L	7hl7__1__1.L	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
zikv-rdrp-x1348a__1__1.A__1.X	zikv-rdrp-x1348a__1__1.X	5jjs__1__1.A__1.E	5jjs__1__1.E	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
zikv-rdrp-x1111a__1__1.A__1.X	zikv-rdrp-x1111a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	mmseqs	55		sucos_shape_pocket_qcov	
5k5m-a__1__1.A__1.X	5k5m-a__1__1.X	5k5m__1__1.A__1.D	5k5m__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
denv2-rdrp-x0825a__1__1.A__1.X	denv2-rdrp-x0825a__1__1.X	7hkx__1__1.A__1.O_1.P	7hkx__1__1.O	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0987a__1__1.A__1.X	zikv-rdrp-x0987a__1__1.X	4j04__1__1.A__1.D	4j04__1__1.D	1.A:1.A	foldseek	14		sucos_shape_pocket_qcov	
denv2-rdrp-x1037b__1__1.A__1.X	denv2-rdrp-x1037b__1__1.X	7hl1__1__1.A__1.K	7hl1__1__1.K	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
denv2-rdrp-x0759a__1__1.A__1.X	denv2-rdrp-x0759a__1__1.X	7i2r__1__1.A__1.K	7i2r__1__1.K	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0207a__1__1.A__1.X	zikv-rdrp-x0207a__1__1.X	7i2n__1__1.A__1.K	7i2n__1__1.K	1.A:1.A	foldseek	20		sucos_shape_pocket_qcov	
denv2-rdrp-x1966a__1__1.A__1.X	denv2-rdrp-x1966a__1__1.X	5jjr__1__1.A__1.E	5jjr__1__1.E	1.A:1.A	foldseek	35		sucos_shape_pocket_qcov	
zikv-rdrp-x0176b__1__1.A__1.X	zikv-rdrp-x0176b__1__1.X	4nru__5__1.E__1.P	4nru__5__1.P	1.A:1.E	foldseek	12		sucos_shape_pocket_qcov	
denv2-rdrp-x0851b__1__1.A__1.X	denv2-rdrp-x0851b__1__1.X	7hkz__1__1.A__1.M	7hkz__1__1.M	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x5310a__1__1.A__1.X	zikv-rdrp-x5310a__1__1.X	7xd8__3__1.G__1.H_1.I	7xd8__3__1.H	1.A:1.G	foldseek	37		sucos_shape_pocket_qcov	
zikv-rdrp-x0995a__1__1.A__1.X	zikv-rdrp-x0995a__1__1.X	5uj2__1__1.C__1.A_1.B_1.D_1.E_1.F	5uj2__1__1.A	1.A:1.C	foldseek	44		sucos_shape_pocket_qcov	
denv2-rdrp-x1325a__1__1.A__1.X	denv2-rdrp-x1325a__1__1.X	7i2q__1__1.A__1.J	7i2q__1__1.J	1.A:1.A	foldseek	20		sucos_shape_pocket_qcov	
zikv-rdrp-o0485a__1__1.A__1.X	zikv-rdrp-o0485a__1__1.X	5hmw__1__1.A__1.D	5hmw__1__1.D	1.A:1.A	foldseek	38		sucos_shape_pocket_qcov	
zikv-rdrp-x0637a__1__1.A__1.X	zikv-rdrp-x0637a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	37		sucos_shape_pocket_qcov	
zikv-rdrp-x1687a__1__1.A__1.X	zikv-rdrp-x1687a__1__1.X	4wtk__1__1.C__1.A_1.B_1.D_1.E_1.H	4wtk__1__1.A	1.A:1.C	foldseek	40		sucos_shape_pocket_qcov	
denv2-rdrp-x0612a__1__1.A__1.X	denv2-rdrp-x0612a__1__1.X	7hks__1__1.A__1.L	7hks__1__1.L	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x5550a__1__1.A__1.X	zikv-rdrp-x5550a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
denv2-rdrp-x1212a__1__1.A__1.X	denv2-rdrp-x1212a__1__1.X	7hl8__1__1.A__1.M	7hl8__1__1.M	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
denv2-rdrp-x0644a__1__1.A__1.X	denv2-rdrp-x0644a__1__1.X	7i2p__1__1.A__1.B_1.L	7i2p__1__1.L	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0875c__1__1.A__1.X	zikv-rdrp-x0875c__1__1.X	7hkx__1__1.A__1.N	7hkx__1__1.N	1.A:1.A	foldseek	28		sucos_shape_pocket_qcov	
zikv-rdrp-x0052a__1__1.A__1.X	zikv-rdrp-x0052a__1__1.X	2j7w__1__1.A__1.D	2j7w__1__1.D	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
denv2-rdrp-o1509a__1__1.A__1.X	denv2-rdrp-o1509a__1__1.X	5i3p__1__1.A__1.D	5i3p__1__1.D	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
zikv-rdrp-x1018a__1__1.A__1.X	zikv-rdrp-x1018a__1__1.X	4wte__1__1.C__1.A_1.B_1.D_1.E_1.H	4wte__1__1.A	1.A:1.C	foldseek	34		sucos_shape_pocket_qcov	
denv2-rdrp-x2352a__1__1.A__1.X	denv2-rdrp-x2352a__1__1.X	3qgf__2__1.B__1.L	3qgf__2__1.L	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
zikv-rdrp-x2153b__1__1.A__1.X	zikv-rdrp-x2153b__1__1.X	5jjs__1__1.A__1.E	5jjs__1__1.E	1.A:1.A	foldseek	67		sucos_shape_pocket_qcov	
zikv-rdrp-x5231a__1__1.A__1.X	zikv-rdrp-x5231a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	56		sucos_shape_pocket_qcov	
denv2-rdrp-x2143a__1__1.A__1.X	denv2-rdrp-x2143a__1__1.X	7hks__1__1.A__1.L	7hks__1__1.L	1.A:1.A	foldseek	59		sucos_shape_pocket_qcov	
